iter	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false
613	0.4074754678	0.8101486486	0.7586389763
614	0.4074408811	0.8102033633	0.7587416176
615	0.4073809438	0.8100994122	0.7587929383
616	0.4072340517	0.810520695	0.7588442589
617	0.4070305791	0.8109748134	0.7592035035
618	0.4069700791	0.8108982196	0.7593061448
619	0.4068839281	0.8110660046	0.7593745723
620	0.4067629984	0.8111207193	0.7594772136
621	0.4067185081	0.811102481	0.7594429999
622	0.4066507072	0.8112885042	0.7595456412
623	0.4065709471	0.8113249807	0.7596140687
624	0.406545286	0.8111663148	0.759562748
625	0.4065139509	0.8111389575	0.7595114274
626	0.4063805577	0.8111079592	0.7596996031
627	0.4063603186	0.8110806019	0.7596482825
628	0.406200782	0.8113213398	0.7598535651
629	0.4061729303	0.811339578	0.7598877788
630	0.4059765048	0.8111261975	0.7597338169
631	0.4058439535	0.8114708865	0.7598877788
632	0.4057084203	0.8119286458	0.760007527
633	0.4056541698	0.811946884	0.7600417408
634	0.4055736164	0.8116259115	0.7601785959
635	0.4055211058	0.8117481008	0.760161489
636	0.4054680441	0.8122788131	0.7604180922
637	0.4052513987	0.8120344343	0.760452306
638	0.4051635707	0.812433838	0.7607089093
639	0.4050707828	0.8124794336	0.7607944437
640	0.4050014817	0.8126107421	0.7607944437
641	0.4049609267	0.8127329315	0.7607773368
642	0.4048555816	0.8127238124	0.7607602299
643	0.4047049792	0.8127602888	0.7608286575
644	0.4045638043	0.8129153138	0.7611194745
645	0.4044979241	0.8129609094	0.7612050089
646	0.4044495258	0.8129791476	0.7612392227
647	0.4044144383	0.8129882667	0.7612563295
648	0.4041974727	0.8134186687	0.7613247571
649	0.4041469701	0.8134277878	0.761341864
650	0.4041002319	0.8134642642	0.7614102915
651	0.403936556	0.813613811	0.7614445053
652	0.4039182952	0.813613811	0.7614445053
653	0.4038114138	0.8134004304	0.7612905433
654	0.4037851844	0.8134186687	0.7613247571
655	0.4037318057	0.8134551451	0.7613931846
656	0.4037155412	0.8136320492	0.761478719
657	0.4036920377	0.8136320492	0.761478719
658	0.4036031161	0.8136411683	0.7614958259
659	0.4035948481	0.8133603131	0.7614616122
660	0.403572957	0.8133876704	0.7615129328
661	0.4034326774	0.8138235506	0.7618379636
662	0.4032571169	0.8137834332	0.7620090324
663	0.4031975837	0.813765195	0.7619748187
664	0.4031909082	0.8137925524	0.7620261393
665	0.4030307132	0.8136338865	0.7619748187
666	0.4026556993	0.8140515285	0.7622656357
667	0.4026038996	0.8143232646	0.7622827426
668	0.4025685554	0.8142010752	0.7622998495
669	0.4023636837	0.8144509322	0.7625222389
670	0.4022523552	0.8147007892	0.7627446284
671	0.4021926444	0.8147190274	0.7627788422
672	0.4021512624	0.8147190274	0.7627788422
673	0.4021255783	0.8145785998	0.7627617353
674	0.4020236467	0.8150728356	0.762949911
675	0.4019526066	0.8151549076	0.763103873
676	0.4018183765	0.8151366694	0.7630696592
677	0.4017068014	0.8154448819	0.7631551936
678	0.4016656383	0.8152096223	0.7632065143
679	0.4016558292	0.8152862161	0.763103873
680	0.4014826519	0.8153135734	0.7631551936
681	0.40147975	0.8153044543	0.7631380868
682	0.4014427091	0.8154995966	0.763257835
683	0.4013421117	0.8156491434	0.7632920487
684	0.4012558226	0.8153865264	0.7632920487
685	0.401146711	0.8154995966	0.763257835
686	0.4011396135	0.8154722393	0.7632065143
687	0.4011199456	0.8156673816	0.7633262625
688	0.4010543815	0.8156126669	0.7632236212
689	0.4008946976	0.8159482368	0.7633604763
690	0.400816108	0.816229092	0.76339469
691	0.4007740367	0.8160613071	0.7633262625
692	0.4007344486	0.8160795453	0.7633604763
693	0.4007076855	0.8160977835	0.76339469
694	0.4006554968	0.8162746876	0.7634802244
695	0.4005931451	0.8160303088	0.7635144382
696	0.4005383906	0.8161707365	0.7635315451
697	0.4005370689	0.8161707365	0.7635315451
698	0.4003704497	0.8164698299	0.7635999726
699	0.4003248942	0.8165920193	0.7635828657
700	0.4001798832	0.8167050896	0.763548652
701	0.3998733531	0.8167452069	0.7633775831
702	0.399810302	0.8169038728	0.7634289038
703	0.3997392377	0.8168819937	0.7636341864
704	0.3995347706	0.8167871616	0.7637026139
705	0.3992648527	0.8171099715	0.7640618585
706	0.3990839152	0.8172376391	0.7643013549
707	0.3990529736	0.8172649965	0.7643526755
708	0.3990071296	0.8171154497	0.7643184617
709	0.3988388197	0.8173561876	0.7645237444
710	0.3986038539	0.817383545	0.764575065
711	0.3985804778	0.817383545	0.764575065
712	0.3985724552	0.8174109023	0.7646263857
713	0.3984524204	0.8177373531	0.7647461338
714	0.3982616444	0.8178011869	0.764865882
715	0.3981070843	0.8181276377	0.7649856302
716	0.3978019326	0.819265656	0.7653961954
717	0.3977753883	0.8192838942	0.7654304092
718	0.3977641517	0.8192838942	0.7654304092
719	0.3976564474	0.8189264452	0.7654988367
720	0.3975023295	0.8192073004	0.7655330505
721	0.3972259939	0.8189446834	0.7655330505
722	0.3970943735	0.818822494	0.7655501574
723	0.3969147896	0.819252896	0.7656185849
724	0.3965927166	0.8197744891	0.7658580813
725	0.396262586	0.8201556546	0.7660804708
726	0.3961975493	0.8204821054	0.766200219
727	0.3960882108	0.8205951756	0.7661660052
728	0.3960752186	0.8205860565	0.7661488983
729	0.3960029187	0.820717365	0.7661488983
730	0.395843699	0.8207082459	0.7661317914
731	0.3956925628	0.8207994371	0.7663028603
732	0.3954271989	0.8211076496	0.7663883947
733	0.3953387249	0.820967222	0.7663712878
734	0.3952209883	0.8210492941	0.7665252498
735	0.3951027185	0.8208906282	0.7664739291
736	0.395037515	0.8208541518	0.7664055016
737	0.3948925001	0.8209088664	0.7665081429
738	0.3948032515	0.8209362238	0.7665594635
739	0.3946055314	0.8209362238	0.7665594635
740	0.3945478914	0.8209909385	0.7666621048
741	0.3944295506	0.8210274149	0.7667305324
742	0.3942484102	0.8210821296	0.7668331737
743	0.3941877482	0.821109487	0.7668844943
744	0.3940957807	0.821109487	0.7668844943
745	0.393832102	0.8209690594	0.7668673874
746	0.3936011557	0.8213538657	0.7668502806
747	0.3934059618	0.8220979585	0.7672608458
748	0.3933286248	0.822134435	0.7673292733
749	0.393307292	0.8221891496	0.7674319146
750	0.3932881496	0.8221891496	0.7674319146
751	0.3931290014	0.8222256261	0.7675003421
752	0.3930970929	0.8222894599	0.7676200903
753	0.3930093794	0.8223259364	0.7676885179
754	0.3929940251	0.8223259364	0.7676885179
755	0.3929908169	0.8223168172	0.767671411
756	0.3928943862	0.8223897702	0.767808266
757	0.3928663615	0.8222001061	0.7679451211
758	0.3926933147	0.8222821781	0.7680990831
759	0.3925388134	0.8230846265	0.7683727932
760	0.3924749974	0.8227454156	0.7684754345
761	0.3923274159	0.8232943661	0.7687662515
762	0.3922724102	0.8233581999	0.7688859997
763	0.3922615242	0.8233308426	0.7688346791
764	0.3921052821	0.8236025787	0.768851786
765	0.3920802087	0.8236025787	0.768851786
766	0.3919315159	0.8240238615	0.7689031066
767	0.3917894817	0.824060338	0.7689715341
768	0.3917678067	0.8240876953	0.7690228548
769	0.3917067465	0.8241515291	0.769142603
770	0.3913650079	0.8241332909	0.7691083892
771	0.3912597536	0.8239655059	0.7690399617
772	0.3911468593	0.8240384589	0.7691768168
773	0.3911388321	0.8241697674	0.7691768168
774	0.3910665119	0.8243375523	0.7692452443
775	0.3910090205	0.8244323844	0.7691768168
776	0.3908387657	0.8244962182	0.7692965649
777	0.3907825856	0.8244688608	0.7692452443
778	0.3906329629	0.8243557905	0.7692794581
779	0.3905058115	0.8244469817	0.7694505269
780	0.3903885517	0.8245016964	0.7695531682
781	0.3903462863	0.8245746493	0.7696900233
782	0.390228744	0.8243029132	0.7696729164
783	0.3901332805	0.8243485088	0.7697584508
784	0.3899807813	0.8241260091	0.769587382
785	0.3898911471	0.824366747	0.7697926646
786	0.3896858747	0.8244761764	0.7699979472
787	0.3896045322	0.824616604	0.7700150541
788	0.3895287499	0.8246257231	0.7700321609
789	0.3894097541	0.8245035337	0.7700492678
790	0.389286368	0.8244269399	0.7701519091
791	0.3892626029	0.8244269399	0.7701519091
792	0.3891054566	0.8247169142	0.7702032298
793	0.3889417905	0.8249211757	0.7703400849
794	0.3887905577	0.8250123668	0.7705111537
795	0.3887483354	0.8249941286	0.7704769399
796	0.3886416406	0.8249175348	0.7705795812
797	0.3885091392	0.8248500601	0.7706993294
798	0.3882962714	0.824840941	0.7706822225
799	0.3881070603	0.8249686086	0.7709217189
800	0.3880247868	0.8248008236	0.7708532914
801	0.3878517774	0.8248464192	0.7709388258
802	0.3877732061	0.8248373001	0.7709217189
803	0.387669734	0.8246749933	0.7711098946
804	0.3874266393	0.8253734905	0.7714349254
805	0.3873365378	0.8255412755	0.7715033529
806	0.3871696841	0.8252020646	0.7716059943
807	0.3870839977	0.8251838264	0.7715717805
808	0.387069764	0.8251929455	0.7715888874
809	0.3869489487	0.8253333731	0.7716059943
810	0.3868984272	0.8253607305	0.7716573149
811	0.3867851398	0.8255649919	0.77179417
812	0.3867171715	0.8262361317	0.7720678801
813	0.3866916508	0.8262270126	0.7720507732
814	0.3866737947	0.8261230615	0.7721020939
815	0.386650447	0.8262051335	0.7722560558
816	0.3864933772	0.8261194206	0.7723415903
817	0.3864019795	0.826073825	0.7722560558
818	0.3863595768	0.8262507291	0.7723415903
819	0.3863432803	0.8262324909	0.7723073765
820	0.3861870649	0.8268762733	0.772529766
821	0.3860498182	0.8270075818	0.772529766
822	0.386028185	0.8270440583	0.7725981935
823	0.3859877212	0.8267449648	0.772529766
824	0.3859415244	0.8267814413	0.7725981935
825	0.3859203413	0.8267996795	0.7726324073
826	0.3858548683	0.8268452751	0.7727179417
827	0.3858046082	0.8268726325	0.7727692624
828	0.3856347477	0.8269948218	0.7727521555
829	0.3855865755	0.8271443686	0.7727863692
830	0.3855236214	0.8270951321	0.7729403312
831	0.3854774796	0.8272264406	0.7729403312
832	0.3854325851	0.8272811553	0.7730429725
833	0.3853959859	0.8272446788	0.772974545
834	0.3853264705	0.8274215829	0.7730600794
835	0.3853175126	0.8273942256	0.7730087587
836	0.38529772	0.8273851064	0.7729916518
837	0.3852417728	0.8273851064	0.7729916518
838	0.3852014686	0.8275802488	0.7731114
839	0.385094909	0.8276659617	0.7730258656
840	0.3850183103	0.8273942256	0.7730087587
841	0.3849317709	0.8276440826	0.7732311482
842	0.3848880081	0.8272592762	0.7732482551
843	0.3848705592	0.8272775144	0.7732824689
844	0.3847743385	0.8277443928	0.7734193239
845	0.3846328477	0.8279395351	0.7735390721
846	0.3844315859	0.8282167495	0.7738127823
847	0.384369234	0.8282349877	0.773846996
848	0.3843517361	0.8281766321	0.7739838511
849	0.3842863439	0.8281948703	0.7740180649
850	0.3842638408	0.8281948703	0.7740180649
851	0.3841359209	0.8282131086	0.7740522786
852	0.3839933632	0.8285304403	0.7741549199
853	0.3839284551	0.8287255826	0.7742746681
854	0.3837851652	0.8285942741	0.7742746681
855	0.3837590851	0.8286398696	0.7743602025
856	0.3836958053	0.8286398696	0.7743602025
857	0.383543754	0.8287438208	0.7743088819
858	0.3835055787	0.8287255826	0.7742746681
859	0.3834590349	0.8290064378	0.7743088819
860	0.3833997846	0.8289480822	0.774445737
861	0.3833162865	0.8290575116	0.7746510196
862	0.3832835776	0.8287310608	0.7745312714
863	0.3832355525	0.8288167737	0.774445737
864	0.3831078281	0.828749299	0.7745654852
865	0.3829435381	0.828749299	0.7745654852
866	0.3828445475	0.8286453479	0.7746168058
867	0.3827240566	0.8287456581	0.7748049815
868	0.3826705113	0.8287638963	0.7748391953
869	0.382423274	0.828473922	0.7747878746
870	0.3823788142	0.828473922	0.7747878746
871	0.3821900186	0.8289955151	0.775027371
872	0.3821810571	0.8289955151	0.775027371
873	0.3819810615	0.8297523679	0.7752155467
874	0.3818538327	0.8297706061	0.7752497605
875	0.3817627452	0.8297888443	0.7752839743
876	0.3816529012	0.8298070826	0.775318188
877	0.3814950924	0.8300204631	0.77547215
878	0.3814711614	0.8300022249	0.7754379362
879	0.3813999411	0.8301700098	0.7755063638
880	0.3813135603	0.8299165119	0.7755234706
881	0.3812539093	0.8299165119	0.7755234706
882	0.3810685742	0.8301572498	0.7757287533
883	0.3810357122	0.8300350604	0.7757458601
884	0.3809460578	0.830080656	0.7758313946
885	0.3808943713	0.8300624178	0.7757971808
886	0.3807717336	0.8301444898	0.7759511427
887	0.3807122513	0.8300770151	0.7760708909
888	0.3806609545	0.8304800597	0.7760879978
889	0.3805538675	0.8308885826	0.776361708
890	0.3805450841	0.8308703443	0.7763274942
891	0.3804663052	0.8310563675	0.7764301355
892	0.3804183373	0.8311019631	0.7765156699
893	0.3803128268	0.8312697481	0.7765840974
894	0.3801697177	0.8310618457	0.7766867387
895	0.3801231824	0.830912299	0.776652525
896	0.380025294	0.8309670137	0.7767551663
897	0.3797720228	0.8312077516	0.7769604489
898	0.3796823553	0.831244228	0.7770288764
899	0.3795944363	0.8309633728	0.7769946627
900	0.3795221279	0.8307281132	0.7770459833
901	0.3792761106	0.8306332811	0.7771144108
902	0.379164785	0.8309232555	0.7771657315
903	0.3791169439	0.8308101852	0.7771999453
904	0.3789780458	0.8308010661	0.7771828384
905	0.3788226982	0.8314448486	0.7774052279
906	0.3787447614	0.8314448486	0.7774052279
907	0.3786747435	0.8314266103	0.7773710141
908	0.3786200653	0.8315086824	0.7775249761
909	0.37857955	0.8315086824	0.7775249761
910	0.3785610724	0.8315178015	0.7775420829
911	0.3783909951	0.8315633971	0.7776276174
912	0.3782977622	0.8315542779	0.7776105105
913	0.37825138	0.8315816353	0.7776618311
914	0.3782187964	0.8316181117	0.7777302587
915	0.3781299073	0.83163635	0.7777644724
916	0.378041112	0.8316272309	0.7777473655
917	0.3779986575	0.8316181117	0.7777302587
918	0.3779103887	0.8316181117	0.7777302587
919	0.3778190077	0.8317676585	0.7777644724
920	0.3776410429	0.8318953261	0.7780039688
921	0.3773891975	0.8322728507	0.7784658547
922	0.377162503	0.8326996117	0.7787737786
923	0.3771147311	0.8327908029	0.7789448474
924	0.3770159338	0.8329585879	0.7790132749
925	0.376917594	0.8330716581	0.7789790612
926	0.376674974	0.8329768261	0.7790474887
927	0.3765148574	0.8331537302	0.7791330231
928	0.3762664034	0.833325156	0.7789619543
929	0.3761758884	0.8332120857	0.7789961681
930	0.3761177689	0.8333069178	0.7789277405
931	0.3760607389	0.8334655836	0.7789790612
932	0.3760302507	0.8335567748	0.77915013
933	0.3759988164	0.8335476557	0.7791330231
934	0.3758820171	0.8337154406	0.7792014507
935	0.3758703382	0.8337519171	0.7792698782
936	0.3758025195	0.8339379403	0.7793725195
937	0.375757798	0.8337154406	0.7792014507
938	0.375672664	0.8338832256	0.7792698782
939	0.3756042414	0.833919702	0.7793383057
940	0.3755554543	0.834087487	0.7794067333
941	0.3753955307	0.8344686525	0.7796291228
942	0.3753282391	0.8344504143	0.779594909
943	0.3752225739	0.8348954136	0.7799370467
944	0.3751072134	0.8349136518	0.7799712604
945	0.375083729	0.8349410091	0.7800225811
946	0.3750727007	0.8349410091	0.7800225811
947	0.3750331998	0.8349683665	0.7800739017
948	0.3749066324	0.8348188197	0.780039688
949	0.3747180161	0.8350449603	0.7799712604
950	0.3745706065	0.8352583408	0.7801252224
951	0.3745366097	0.835362292	0.7800739017
952	0.3745069636	0.8353896493	0.7801252224
953	0.3744761577	0.8353166964	0.7799883673
954	0.3744343647	0.8355209578	0.7801252224
955	0.3743504584	0.8351452705	0.7801594362
956	0.3742467819	0.8356267463	0.7805700014
957	0.3741858125	0.8357580548	0.7805700014
958	0.3740722703	0.8359076015	0.7806042151
959	0.3739985095	0.8356358654	0.7805871083
960	0.3739740662	0.8360845056	0.7806897496
961	0.373951804	0.8358218886	0.7806897496
962	0.3739156363	0.8361209821	0.7807581771
963	0.3738942416	0.8359896736	0.7807581771
964	0.373776813	0.8358857224	0.7808094977
965	0.3736826063	0.8359039606	0.7808437115
966	0.3735989279	0.8361264603	0.7810147803
967	0.3735434468	0.8361355794	0.7810318872
968	0.3734904553	0.8358638433	0.7810147803
969	0.3733956815	0.8360042709	0.7810318872
970	0.3733762122	0.8360407474	0.7811003148
971	0.3733090554	0.8360589856	0.7811345285
972	0.3731425758	0.8365896978	0.7813911318
973	0.3730949253	0.8364675084	0.7814082387
974	0.3730149484	0.836513104	0.7814937731
975	0.3729448694	0.8363635573	0.7814595593
976	0.3728977844	0.8363544382	0.7814424524
977	0.3728091267	0.8363817955	0.7814937731
978	0.3726266257	0.8367264845	0.781647735
979	0.3725542516	0.837025578	0.7817161626
980	0.3724952651	0.8369398651	0.781801697
981	0.372447943	0.8371350074	0.7819214452
982	0.3723094443	0.8375198138	0.7819043383
983	0.3722462291	0.8369854606	0.7818872314
984	0.3721974959	0.8371532456	0.781955659
985	0.3721164707	0.8371623647	0.7819727658
986	0.3720961966	0.8372079603	0.7820583003
987	0.3720036612	0.8373666261	0.7821096209
988	0.3719103603	0.8375161729	0.7821438347
989	0.3717865365	0.837262675	0.7821609416
990	0.3717142737	0.8373173897	0.7822635829
991	0.3716434034	0.8373356279	0.7822977966
992	0.3716014487	0.8372681532	0.7824175448
993	0.3714039766	0.8373684635	0.7826057205
994	0.3713148559	0.8371733212	0.7824859724
995	0.3710690885	0.8371368447	0.7824175448
996	0.3709837986	0.8366973236	0.7823320104
997	0.3709458368	0.8368924659	0.7824517586
998	0.3707984933	0.8367483974	0.7826741481
999	0.3706966337	0.8368395886	0.7828452169
